V1	V2	V3	V4	V5	V6	refSeqTranscriptName	id	geneName
chr1	170917593	170918394	NR_027666_utr3_0_0_chr1_170917594_r	0	-	NR_027666	chr1_170917593_170918394	Fcrla
chr1	170920833	170921118	NR_027666_utr3_1_0_chr1_170920834_r	0	-	NR_027666	chr1_170920833_170921118	Fcrla
chr1	170921517	170921784	NR_027666_utr3_2_0_chr1_170921518_r	0	-	NR_027666	chr1_170921517_170921784	Fcrla
chr1	170922221	170922407	NR_027666_utr3_3_0_chr1_170922222_r	0	-	NR_027666	chr1_170922221_170922407	Fcrla
chr1	170927395	170927583	NR_027666_utr3_4_0_chr1_170927396_r	0	-	NR_027666	chr1_170927395_170927583	Fcrla
chr1	9560832	9561778	NR_015470_utr3_0_0_chr1_9560833_r	0	-	NR_015470	chr1_9560832_9561778	2610203C22Rik
chr1	9563822	9563871	NR_015470_utr3_1_0_chr1_9563823_r	0	-	NR_015470	chr1_9563822_9563871	2610203C22Rik
chr1	9619549	9619639	NR_015470_utr3_2_0_chr1_9619550_r	0	-	NR_015470	chr1_9619549_9619639	2610203C22Rik
chr1	9620954	9621082	NR_015470_utr3_3_0_chr1_9620955_r	0	-	NR_015470	chr1_9620954_9621082	2610203C22Rik
chr1	9631060	9631092	NR_015470_utr3_4_0_chr1_9631061_r	0	-	NR_015470	chr1_9631060_9631092	2610203C22Rik
chr1	10708386	10708415	NR_030645_utr3_0_0_chr1_10708387_r	0	-	NR_030645	chr1_10708386_10708415	Mir467e
chr1	10714387	10714396	NR_030645_utr3_1_0_chr1_10714388_r	0	-	NR_030645	chr1_10714387_10714396	Mir467e
chr1	10865837	10865843	NR_030645_utr3_2_0_chr1_10865838_r	0	-	NR_030645	chr1_10865837_10865843	Mir467e
chr1	10865863	10865874	NR_030645_utr3_3_0_chr1_10865864_r	0	-	NR_030645	chr1_10865863_10865874	Mir467e
chr1	17676026	17677104	NR_130314_utr3_0_0_chr1_17676027_r	0	-	NR_130314	chr1_17676026_17677104	Gm16070
chr1	17696995	17697153	NR_130314_utr3_1_0_chr1_17696996_r	0	-	NR_130314	chr1_17696995_17697153	Gm16070
chr1	17707669	17707726	NR_130314_utr3_2_0_chr1_17707670_r	0	-	NR_130314	chr1_17707669_17707726	Gm16070
chr1	17709685	17709895	NR_130314_utr3_3_0_chr1_17709686_r	0	-	NR_130314	chr1_17709685_17709895	Gm16070
chr1	17712449	17712594	NR_130314_utr3_4_0_chr1_17712450_r	0	-	NR_130314	chr1_17712449_17712594	Gm16070
chr1	17724521	17724589	NR_130314_utr3_5_0_chr1_17724522_r	0	-	NR_130314	chr1_17724521_17724589	Gm16070
chr1	17727098	17727646	NR_130314_utr3_6_0_chr1_17727099_r	0	-	NR_130314	chr1_17727098_17727646	Gm16070
chr1	18210052	18210230	NR_002879_utr3_0_0_chr1_18210053_r	0	-	NR_002879	chr1_18210052_18210230	Defb44-ps
chr1	18223520	18223564	NR_002879_utr3_1_0_chr1_18223521_r	0	-	NR_002879	chr1_18223520_18223564	Defb44-ps
chr1	23844824	23845357	NR_110972_utr3_0_0_chr1_23844825_r	0	-	NR_110972	chr1_23844824_23845357	Smap1
chr1	23846351	23846563	NR_110972_utr3_1_0_chr1_23846352_r	0	-	NR_110972	chr1_23846351_23846563	Smap1
chr1	23848263	23848571	NR_110972_utr3_2_0_chr1_23848264_r	0	-	NR_110972	chr1_23848263_23848571	Smap1
chr1	23849302	23849468	NR_110972_utr3_3_0_chr1_23849303_r	0	-	NR_110972	chr1_23849302_23849468	Smap1
chr1	23853422	23853550	NR_110972_utr3_4_0_chr1_23853423_r	0	-	NR_110972	chr1_23853422_23853550	Smap1
chr1	23859022	23859113	NR_110972_utr3_5_0_chr1_23859023_r	0	-	NR_110972	chr1_23859022_23859113	Smap1
chr1	23866216	23866293	NR_110972_utr3_6_0_chr1_23866217_r	0	-	NR_110972	chr1_23866216_23866293	Smap1
chr1	23876373	23876449	NR_110972_utr3_7_0_chr1_23876374_r	0	-	NR_110972	chr1_23876373_23876449	Smap1
chr1	23877708	23877794	NR_110972_utr3_8_0_chr1_23877709_r	0	-	NR_110972	chr1_23877708_23877794	Smap1
chr1	23891859	23891993	NR_110972_utr3_9_0_chr1_23891860_r	0	-	NR_110972	chr1_23891859_23891993	Smap1
chr1	23909662	23909736	NR_110972_utr3_10_0_chr1_23909663_r	0	-	NR_110972	chr1_23909662_23909736	Smap1
chr1	31141077	31141768	NR_033445_utr3_0_0_chr1_31141078_r	0	-	NR_033445	chr1_31141077_31141768	4931428L18Rik
chr1	31204251	31204473	NR_033445_utr3_1_0_chr1_31204252_r	0	-	NR_033445	chr1_31204251_31204473	4931428L18Rik
chr1	31222475	31222656	NR_033445_utr3_2_0_chr1_31222476_r	0	-	NR_033445	chr1_31222475_31222656	4931428L18Rik
chr1	31019187	31019685	NR_136907_utr3_0_0_chr1_31019188_r	0	-	NR_136907	chr1_31019187_31019685	Gm29669
chr1	31020851	31020963	NR_136907_utr3_1_0_chr1_31020852_r	0	-	NR_136907	chr1_31020851_31020963	Gm29669
chr1	31047584	31047772	NR_136907_utr3_2_0_chr1_31047585_r	0	-	NR_136907	chr1_31047584_31047772	Gm29669
chr1	31096371	31096454	NR_136907_utr3_3_0_chr1_31096372_r	0	-	NR_136907	chr1_31096371_31096454	Gm29669
chr1	37485850	37488605	NR_024017_utr3_0_0_chr1_37485851_r	0	-	NR_024017	chr1_37485850_37488605	4930594C11Rik
chr1	51218385	51220440	NR_045151_utr3_0_0_chr1_51218386_r	0	-	NR_045151	chr1_51218385_51220440	9330175M20Rik
chr1	51251266	51251487	NR_045151_utr3_1_0_chr1_51251267_r	0	-	NR_045151	chr1_51251266_51251487	9330175M20Rik
chr1	51259384	51259430	NR_045151_utr3_2_0_chr1_51259385_r	0	-	NR_045151	chr1_51259384_51259430	9330175M20Rik
chr1	51327787	51327921	NR_045151_utr3_3_0_chr1_51327788_r	0	-	NR_045151	chr1_51327787_51327921	9330175M20Rik
chr1	51333683	51333779	NR_045151_utr3_4_0_chr1_51333684_r	0	-	NR_045151	chr1_51333683_51333779	9330175M20Rik
chr1	73618380	73618666	NR_045311_utr3_0_0_chr1_73618381_r	0	-	NR_045311	chr1_73618380_73618666	6030407O03Rik
chr1	73620195	73620424	NR_045311_utr3_1_0_chr1_73620196_r	0	-	NR_045311	chr1_73620195_73620424	6030407O03Rik
chr1	73672995	73673066	NR_045311_utr3_2_0_chr1_73672996_r	0	-	NR_045311	chr1_73672995_73673066	6030407O03Rik
chr1	73858064	73858097	NR_045311_utr3_3_0_chr1_73858065_r	0	-	NR_045311	chr1_73858064_73858097	6030407O03Rik
chr1	73858563	73858860	NR_045311_utr3_4_0_chr1_73858564_r	0	-	NR_045311	chr1_73858563_73858860	6030407O03Rik
chr1	73859616	73859867	NR_045311_utr3_5_0_chr1_73859617_r	0	-	NR_045311	chr1_73859616_73859867	6030407O03Rik
chr1	73860968	73861052	NR_045311_utr3_6_0_chr1_73860969_r	0	-	NR_045311	chr1_73860968_73861052	6030407O03Rik
chr1	73862658	73863116	NR_045311_utr3_7_0_chr1_73862659_r	0	-	NR_045311	chr1_73862658_73863116	6030407O03Rik
chr1	73864374	73864466	NR_045311_utr3_8_0_chr1_73864375_r	0	-	NR_045311	chr1_73864374_73864466	6030407O03Rik
chr1	89360343	89360716	NR_040482_utr3_0_0_chr1_89360344_r	0	-	NR_040482	chr1_89360343_89360716	C030007H22Rik
chr1	89361873	89361989	NR_040482_utr3_1_0_chr1_89361874_r	0	-	NR_040482	chr1_89361873_89361989	C030007H22Rik
chr1	89406033	89406133	NR_040482_utr3_2_0_chr1_89406034_r	0	-	NR_040482	chr1_89406033_89406133	C030007H22Rik
chr1	96906175	96906340	NR_120500_utr3_0_0_chr1_96906176_r	0	-	NR_120500	chr1_96906175_96906340	Slco6b1
chr1	96910210	96910260	NR_120500_utr3_1_0_chr1_96910211_r	0	-	NR_120500	chr1_96910210_96910260	Slco6b1
chr1	96911813	96911972	NR_120500_utr3_2_0_chr1_96911814_r	0	-	NR_120500	chr1_96911813_96911972	Slco6b1
chr1	96921917	96922055	NR_120500_utr3_3_0_chr1_96921918_r	0	-	NR_120500	chr1_96921917_96922055	Slco6b1
chr1	96924288	96924353	NR_120500_utr3_4_0_chr1_96924289_r	0	-	NR_120500	chr1_96924288_96924353	Slco6b1
chr1	96929691	96929879	NR_120500_utr3_5_0_chr1_96929692_r	0	-	NR_120500	chr1_96929691_96929879	Slco6b1
chr1	96941874	96942028	NR_120500_utr3_6_0_chr1_96941875_r	0	-	NR_120500	chr1_96941874_96942028	Slco6b1
chr1	96947479	96947675	NR_120500_utr3_7_0_chr1_96947480_r	0	-	NR_120500	chr1_96947479_96947675	Slco6b1
chr1	96953016	96953161	NR_120500_utr3_8_0_chr1_96953017_r	0	-	NR_120500	chr1_96953016_96953161	Slco6b1
chr1	96961074	96961184	NR_120500_utr3_9_0_chr1_96961075_r	0	-	NR_120500	chr1_96961074_96961184	Slco6b1
chr1	96965277	96965393	NR_120500_utr3_10_0_chr1_96965278_r	0	-	NR_120500	chr1_96965277_96965393	Slco6b1
chr1	96987816	96987913	NR_120500_utr3_11_0_chr1_96987817_r	0	-	NR_120500	chr1_96987816_96987913	Slco6b1
chr1	96988541	96988733	NR_120500_utr3_12_0_chr1_96988542_r	0	-	NR_120500	chr1_96988541_96988733	Slco6b1
chr1	96995023	96995284	NR_120500_utr3_13_0_chr1_96995024_r	0	-	NR_120500	chr1_96995023_96995284	Slco6b1
chr1	96997121	96997560	NR_120500_utr3_14_0_chr1_96997122_r	0	-	NR_120500	chr1_96997121_96997560	Slco6b1
chr1	98031122	98032108	NR_037993_utr3_0_0_chr1_98031123_r	0	-	NR_037993	chr1_98031122_98032108	B230216N24Rik
chr1	98033115	98033215	NR_037993_utr3_1_0_chr1_98033116_r	0	-	NR_037993	chr1_98033115_98033215	B230216N24Rik
chr1	98047701	98047793	NR_037993_utr3_2_0_chr1_98047702_r	0	-	NR_037993	chr1_98047701_98047793	B230216N24Rik
chr1	106152624	106152747	NR_040630_utr3_0_0_chr1_106152625_r	0	-	NR_040630	chr1_106152624_106152747	Gm20753
chr1	106163562	106163799	NR_040630_utr3_1_0_chr1_106163563_r	0	-	NR_040630	chr1_106163562_106163799	Gm20753
chr1	106171339	106171524	NR_040630_utr3_2_0_chr1_106171340_r	0	-	NR_040630	chr1_106171339_106171524	Gm20753
chr1	130670201	130670401	NR_028304_utr3_0_0_chr1_130670202_r	0	-	NR_028304	chr1_130670201_130670401	C4bp-ps1
chr1	130670946	130671073	NR_028304_utr3_1_0_chr1_130670947_r	0	-	NR_028304	chr1_130670946_130671073	C4bp-ps1
chr1	130674224	130674308	NR_028304_utr3_2_0_chr1_130674225_r	0	-	NR_028304	chr1_130674224_130674308	C4bp-ps1
chr1	130677682	130677720	NR_028304_utr3_3_0_chr1_130677683_r	0	-	NR_028304	chr1_130677682_130677720	C4bp-ps1
chr1	130677838	130677910	NR_028304_utr3_4_0_chr1_130677839_r	0	-	NR_028304	chr1_130677838_130677910	C4bp-ps1
chr1	130681338	130681571	NR_028304_utr3_5_0_chr1_130681339_r	0	-	NR_028304	chr1_130681338_130681571	C4bp-ps1
chr1	138640094	138640580	NR_040304_utr3_0_0_chr1_138640095_r	0	-	NR_040304	chr1_138640094_138640580	Gm5833
chr1	138653654	138653720	NR_040304_utr3_1_0_chr1_138653655_r	0	-	NR_040304	chr1_138653654_138653720	Gm5833
chr1	138656811	138657971	NR_040304_utr3_2_0_chr1_138656812_r	0	-	NR_040304	chr1_138656811_138657971	Gm5833
chr1	138677815	138677930	NR_040304_utr3_3_0_chr1_138677816_r	0	-	NR_040304	chr1_138677815_138677930	Gm5833
chr1	138681972	138682075	NR_040304_utr3_4_0_chr1_138681973_r	0	-	NR_040304	chr1_138681972_138682075	Gm5833
chr1	140570175	140570531	NR_040604_utr3_0_0_chr1_140570176_r	0	-	NR_040604	chr1_140570175_140570531	4930590L20Rik
chr1	140594927	140594974	NR_040604_utr3_1_0_chr1_140594928_r	0	-	NR_040604	chr1_140594927_140594974	4930590L20Rik
chr1	140621393	140621466	NR_040604_utr3_2_0_chr1_140621394_r	0	-	NR_040604	chr1_140621393_140621466	4930590L20Rik
chr1	140656327	140656402	NR_040604_utr3_3_0_chr1_140656328_r	0	-	NR_040604	chr1_140656327_140656402	4930590L20Rik
chr1	150074872	150077045	NR_015466_utr3_0_0_chr1_150074873_r	0	-	NR_015466	chr1_150074872_150077045	Ptgs2os
chr1	150084579	150084639	NR_015466_utr3_1_0_chr1_150084580_r	0	-	NR_015466	chr1_150084579_150084639	Ptgs2os
chr1	150087119	150087345	NR_015466_utr3_2_0_chr1_150087120_r	0	-	NR_015466	chr1_150087119_150087345	Ptgs2os
chr1	150091603	150091691	NR_015466_utr3_3_0_chr1_150091604_r	0	-	NR_015466	chr1_150091603_150091691	Ptgs2os
chr1	150099427	150099874	NR_015466_utr3_4_0_chr1_150099428_r	0	-	NR_015466	chr1_150099427_150099874	Ptgs2os
chr1	150320680	150320920	NR_040603_utr3_0_0_chr1_150320681_r	0	-	NR_040603	chr1_150320680_150320920	2310030A07Rik
chr1	150322642	150322830	NR_040603_utr3_1_0_chr1_150322643_r	0	-	NR_040603	chr1_150322642_150322830	2310030A07Rik
chr1	150344896	150344968	NR_040603_utr3_2_0_chr1_150344897_r	0	-	NR_040603	chr1_150344896_150344968	2310030A07Rik
chr1	150346661	150346771	NR_040603_utr3_3_0_chr1_150346662_r	0	-	NR_040603	chr1_150346661_150346771	2310030A07Rik
chr1	156804165	156809193	NR_027640_utr3_0_0_chr1_156804166_r	0	-	NR_027640	chr1_156804165_156809193	Ralgps2
chr1	156811444	156811536	NR_027640_utr3_1_0_chr1_156811445_r	0	-	NR_027640	chr1_156811444_156811536	Ralgps2
chr1	156813437	156813543	NR_027640_utr3_2_0_chr1_156813438_r	0	-	NR_027640	chr1_156813437_156813543	Ralgps2
chr1	156817740	156817833	NR_027640_utr3_3_0_chr1_156817741_r	0	-	NR_027640	chr1_156817740_156817833	Ralgps2
chr1	156819812	156819918	NR_027640_utr3_4_0_chr1_156819813_r	0	-	NR_027640	chr1_156819812_156819918	Ralgps2
chr1	156823990	156824045	NR_027640_utr3_5_0_chr1_156823991_r	0	-	NR_027640	chr1_156823990_156824045	Ralgps2
chr1	156828139	156828291	NR_027640_utr3_6_0_chr1_156828140_r	0	-	NR_027640	chr1_156828139_156828291	Ralgps2
chr1	156828971	156829128	NR_027640_utr3_7_0_chr1_156828972_r	0	-	NR_027640	chr1_156828971_156829128	Ralgps2
chr1	156830384	156830452	NR_027640_utr3_8_0_chr1_156830385_r	0	-	NR_027640	chr1_156830384_156830452	Ralgps2
chr1	156832664	156832755	NR_027640_utr3_9_0_chr1_156832665_r	0	-	NR_027640	chr1_156832664_156832755	Ralgps2
chr1	156832894	156833032	NR_027640_utr3_10_0_chr1_156832895_r	0	-	NR_027640	chr1_156832894_156833032	Ralgps2
chr1	156869440	156869567	NR_027640_utr3_11_0_chr1_156869441_r	0	-	NR_027640	chr1_156869440_156869567	Ralgps2
chr1	156884532	156884625	NR_027640_utr3_12_0_chr1_156884533_r	0	-	NR_027640	chr1_156884532_156884625	Ralgps2
chr1	156887090	156887180	NR_027640_utr3_13_0_chr1_156887091_r	0	-	NR_027640	chr1_156887090_156887180	Ralgps2
chr1	156887946	156888030	NR_027640_utr3_14_0_chr1_156887947_r	0	-	NR_027640	chr1_156887946_156888030	Ralgps2
chr1	156892907	156893012	NR_027640_utr3_15_0_chr1_156892908_r	0	-	NR_027640	chr1_156892907_156893012	Ralgps2
chr1	156900585	156900636	NR_027640_utr3_16_0_chr1_156900586_r	0	-	NR_027640	chr1_156900585_156900636	Ralgps2
chr1	156901785	156901890	NR_027640_utr3_17_0_chr1_156901786_r	0	-	NR_027640	chr1_156901785_156901890	Ralgps2
chr1	156907638	156907778	NR_027640_utr3_18_0_chr1_156907639_r	0	-	NR_027640	chr1_156907638_156907778	Ralgps2
chr1	156939488	156939626	NR_027640_utr3_19_0_chr1_156939489_r	0	-	NR_027640	chr1_156939488_156939626	Ralgps2
chr1	166974022	166974733	NR_037988_utr3_0_0_chr1_166974023_r	0	-	NR_037988	chr1_166974022_166974733	Gm16701
chr1	166982409	166982456	NR_037988_utr3_1_0_chr1_166982410_r	0	-	NR_037988	chr1_166982409_166982456	Gm16701
chr1	166999552	166999730	NR_037988_utr3_2_0_chr1_166999553_r	0	-	NR_037988	chr1_166999552_166999730	Gm16701
chr1	186511837	186513084	NR_131124_utr3_0_0_chr1_186511838_r	0	-	NR_131124	chr1_186511837_186513084	A730004F24Rik
chr1	186519140	186519327	NR_131124_utr3_1_0_chr1_186519141_r	0	-	NR_131124	chr1_186519140_186519327	A730004F24Rik
chr1	186558367	186558681	NR_131124_utr3_2_0_chr1_186558368_r	0	-	NR_131124	chr1_186558367_186558681	A730004F24Rik
chr1	186511837	186512893	NR_131158_utr3_0_0_chr1_186511838_r	0	-	NR_131158	chr1_186511837_186512893	A730004F24Rik
chr1	186558367	186558681	NR_131158_utr3_1_0_chr1_186558368_r	0	-	NR_131158	chr1_186558367_186558681	A730004F24Rik
chr1	190947645	190950256	NR_027352_utr3_0_0_chr1_190947646_r	0	-	NR_027352	chr1_190947645_190950256	Vash2
chr1	190958613	190958729	NR_027352_utr3_1_0_chr1_190958614_r	0	-	NR_027352	chr1_190958613_190958729	Vash2
chr1	190960097	190960479	NR_027352_utr3_2_0_chr1_190960098_r	0	-	NR_027352	chr1_190960097_190960479	Vash2
chr1	190966202	190966277	NR_027352_utr3_3_0_chr1_190966203_r	0	-	NR_027352	chr1_190966202_190966277	Vash2
chr1	190966928	190966985	NR_027352_utr3_4_0_chr1_190966929_r	0	-	NR_027352	chr1_190966928_190966985	Vash2
chr1	190970403	190970492	NR_027352_utr3_5_0_chr1_190970404_r	0	-	NR_027352	chr1_190970403_190970492	Vash2
chr1	190978180	190978587	NR_027352_utr3_6_0_chr1_190978181_r	0	-	NR_027352	chr1_190978180_190978587	Vash2
chr1	190979136	190979296	NR_027352_utr3_7_0_chr1_190979137_r	0	-	NR_027352	chr1_190979136_190979296	Vash2
chr1	4773199	4774516	NR_033530_utr3_0_0_chr1_4773200_r	0	-	NR_033530	chr1_4773199_4774516	Mrpl15
chr1	4777524	4777648	NR_033530_utr3_1_0_chr1_4777525_r	0	-	NR_033530	chr1_4777524_4777648	Mrpl15
chr1	4782567	4782733	NR_033530_utr3_2_0_chr1_4782568_r	0	-	NR_033530	chr1_4782567_4782733	Mrpl15
chr1	4785572	4785726	NR_033530_utr3_3_0_chr1_4785573_r	0	-	NR_033530	chr1_4785572_4785726	Mrpl15
chr1	9942469	9942543	NR_004410_utr3_0_0_chr1_9942470_r	0	-	NR_004410	chr1_9942469_9942543	Snord87
chr1	9942024	9942155	NR_024067_utr3_0_0_chr1_9942025_r	0	-	NR_024067	chr1_9942024_9942155	Snhg6
chr1	9942322	9942391	NR_024067_utr3_1_0_chr1_9942323_r	0	-	NR_024067	chr1_9942322_9942391	Snhg6
chr1	9942609	9942717	NR_024067_utr3_2_0_chr1_9942610_r	0	-	NR_024067	chr1_9942609_9942717	Snhg6
chr1	9944019	9944118	NR_024067_utr3_3_0_chr1_9944020_r	0	-	NR_024067	chr1_9944019_9944118	Snhg6
chr1	10024599	10025063	NR_102282_utr3_0_0_chr1_10024600_r	0	-	NR_102282	chr1_10024599_10025063	Cops5
chr1	10027102	10027251	NR_102282_utr3_1_0_chr1_10027103_r	0	-	NR_102282	chr1_10027102_10027251	Cops5
chr1	10030598	10030710	NR_102282_utr3_2_0_chr1_10030599_r	0	-	NR_102282	chr1_10030598_10030710	Cops5
chr1	10032338	10032424	NR_102282_utr3_3_0_chr1_10032339_r	0	-	NR_102282	chr1_10032338_10032424	Cops5
chr1	10033257	10033323	NR_102282_utr3_4_0_chr1_10033258_r	0	-	NR_102282	chr1_10033257_10033323	Cops5
chr1	10034007	10034136	NR_102282_utr3_5_0_chr1_10034008_r	0	-	NR_102282	chr1_10034007_10034136	Cops5
chr1	10034928	10035163	NR_102282_utr3_6_0_chr1_10034929_r	0	-	NR_102282	chr1_10034928_10035163	Cops5
chr1	10037661	10038159	NR_102282_utr3_7_0_chr1_10037662_r	0	-	NR_102282	chr1_10037661_10038159	Cops5
chr1	9968621	9968931	NR_110971_utr3_0_0_chr1_9968622_r	0	-	NR_110971	chr1_9968621_9968931	Ppp1r42
chr1	9985591	9985709	NR_110971_utr3_1_0_chr1_9985592_r	0	-	NR_110971	chr1_9985591_9985709	Ppp1r42
chr1	9995145	9995277	NR_110971_utr3_2_0_chr1_9995146_r	0	-	NR_110971	chr1_9995145_9995277	Ppp1r42
chr1	9999400	9999539	NR_110971_utr3_3_0_chr1_9999401_r	0	-	NR_110971	chr1_9999400_9999539	Ppp1r42
chr1	9999970	10000137	NR_110971_utr3_4_0_chr1_9999971_r	0	-	NR_110971	chr1_9999970_10000137	Ppp1r42
chr1	10003234	10003453	NR_110971_utr3_5_0_chr1_10003235_r	0	-	NR_110971	chr1_10003234_10003453	Ppp1r42
chr1	10009071	10009136	NR_110971_utr3_6_0_chr1_10009072_r	0	-	NR_110971	chr1_10009071_10009136	Ppp1r42
chr1	13785684	13786929	NR_004447_utr3_0_0_chr1_13785685_r	0	-	NR_004447	chr1_13785684_13786929	Gm5523
chr1	16568673	16571282	NR_073122_utr3_0_0_chr1_16568674_r	0	-	NR_073122	chr1_16568673_16571282	Ube2w
chr1	16581926	16582002	NR_073122_utr3_1_0_chr1_16581927_r	0	-	NR_073122	chr1_16581926_16582002	Ube2w
chr1	16585275	16585431	NR_073122_utr3_2_0_chr1_16585276_r	0	-	NR_073122	chr1_16585275_16585431	Ube2w
chr1	16602261	16602353	NR_073122_utr3_3_0_chr1_16602262_r	0	-	NR_073122	chr1_16602261_16602353	Ube2w
chr1	16619236	16619338	NR_073122_utr3_4_0_chr1_16619237_r	0	-	NR_073122	chr1_16619236_16619338	Ube2w
chr1	20888649	20889139	NR_040492_utr3_0_0_chr1_20888650_r	0	-	NR_040492	chr1_20888649_20889139	6720483E21Rik
chr1	20889475	20889655	NR_040492_utr3_1_0_chr1_20889476_r	0	-	NR_040492	chr1_20889475_20889655	6720483E21Rik
chr1	20889845	20889929	NR_040492_utr3_2_0_chr1_20889846_r	0	-	NR_040492	chr1_20889845_20889929	6720483E21Rik
chr1	20890107	20890473	NR_040492_utr3_3_0_chr1_20890108_r	0	-	NR_040492	chr1_20890107_20890473	6720483E21Rik
chr1	21285245	21285733	NR_002858_utr3_0_0_chr1_21285246_r	0	-	NR_002858	chr1_21285245_21285733	Gm4956
chr1	21288141	21288273	NR_002858_utr3_1_0_chr1_21288142_r	0	-	NR_002858	chr1_21288141_21288273	Gm4956
chr1	21291294	21291365	NR_002858_utr3_2_0_chr1_21291295_r	0	-	NR_002858	chr1_21291294_21291365	Gm4956
chr1	21293479	21293612	NR_002858_utr3_3_0_chr1_21293480_r	0	-	NR_002858	chr1_21293479_21293612	Gm4956
chr1	21294925	21294977	NR_002858_utr3_4_0_chr1_21294926_r	0	-	NR_002858	chr1_21294925_21294977	Gm4956
chr1	21298040	21298312	NR_002858_utr3_5_0_chr1_21298041_r	0	-	NR_002858	chr1_21298040_21298312	Gm4956
chr1	30941591	30943323	NR_002688_utr3_0_0_chr1_30941592_r	0	-	NR_002688	chr1_30941591_30943323	Gm13363
chr1	30943931	30944006	NR_002688_utr3_1_0_chr1_30943932_r	0	-	NR_002688	chr1_30943931_30944006	Gm13363
chr1	30944535	30944666	NR_002688_utr3_2_0_chr1_30944536_r	0	-	NR_002688	chr1_30944535_30944666	Gm13363
chr1	30944937	30945030	NR_002688_utr3_3_0_chr1_30944938_r	0	-	NR_002688	chr1_30944937_30945030	Gm13363
chr1	30946037	30946234	NR_002688_utr3_4_0_chr1_30946038_r	0	-	NR_002688	chr1_30946037_30946234	Gm13363
chr1	30946245	30946639	NR_002688_utr3_5_0_chr1_30946246_r	0	-	NR_002688	chr1_30946245_30946639	Gm13363
chr1	30949548	30949710	NR_002688_utr3_6_0_chr1_30949549_r	0	-	NR_002688	chr1_30949548_30949710	Gm13363
chr1	34433120	34433199	NR_039562_utr3_0_0_chr1_34433121_r	0	-	NR_039562	chr1_34433120_34433199	Mir5103
chr1	34633534	34636210	NR_033627_utr3_0_0_chr1_34633535_r	0	-	NR_033627	chr1_34633534_34636210	AA619741
chr1	36144251	36144313	NR_105862_utr3_0_0_chr1_36144252_r	0	-	NR_105862	chr1_36144251_36144313	Mir6897
chr1	36348681	36348758	NR_105863_utr3_0_0_chr1_36348682_r	0	-	NR_105863	chr1_36348681_36348758	Mir6898
chr1	36538170	36539534	NR_132321_utr3_0_0_chr1_36538171_r	0	-	NR_132321	chr1_36538170_36539534	Ankrd39
chr1	36541858	36542062	NR_132321_utr3_1_0_chr1_36541859_r	0	-	NR_132321	chr1_36541858_36542062	Ankrd39
chr1	36542761	36542865	NR_132321_utr3_2_0_chr1_36542762_r	0	-	NR_132321	chr1_36542761_36542865	Ankrd39
chr1	36546909	36547252	NR_132321_utr3_3_0_chr1_36546910_r	0	-	NR_132321	chr1_36546909_36547252	Ankrd39
chr1	37801462	37801905	NR_110976_utr3_0_0_chr1_37801463_r	0	-	NR_110976	chr1_37801462_37801905	Tsga10
chr1	37804628	37804739	NR_110976_utr3_1_0_chr1_37804629_r	0	-	NR_110976	chr1_37804628_37804739	Tsga10
chr1	37806936	37807105	NR_110976_utr3_2_0_chr1_37806937_r	0	-	NR_110976	chr1_37806936_37807105	Tsga10
