V1	V2	V3	V4	V5	V6	refSeqTranscriptName	id	geneName
chr1	175076016	175076022	NM_001347195_utr3_1_0_chr1_175076017_r	0	-	NM_001347195	chr1_175076016_175076022	Rgs7
chr1	181459252	181460641	NM_001160212_utr3_4_0_chr1_181459253_f	0	+	NM_001160212	chr1_181459252_181460641	Cnih3
chr1	181459252	181460641	NM_001160211_utr3_5_0_chr1_181459253_f	0	+	NM_001160211	chr1_181459252_181460641	Cnih3
chr1	180421890	180423659	NM_001081175_utr3_7_0_chr1_180421891_f	0	+	NM_001081175	chr1_180421890_180423659	Itpkb
chr1	178955038	178957460	NM_027188_utr3_0_0_chr1_178955039_r	0	-	NM_027188	chr1_178955038_178957460	Smyd3
chr1	177022114	177025363	NM_011785_utr3_0_0_chr1_177022115_r	0	-	NM_011785	chr1_177022114_177025363	Akt3
chr1	181459252	181460641	NM_028408_utr3_5_0_chr1_181459253_f	0	+	NM_028408	chr1_181459252_181460641	Cnih3
chr1	182461728	182462436	NM_173378_utr3_17_0_chr1_182461729_f	0	+	NM_173378	chr1_182461728_182462436	Trp53bp2
chr1	189870055	189876693	NM_008976_utr3_18_0_chr1_189870056_f	0	+	NM_008976	chr1_189870055_189876693	Ptpn14
chr1	188211139	188214884	NM_001243792_utr3_7_0_chr1_188211140_f	0	+	NM_001243792	chr1_188211139_188214884	Esrrg
chr1	190772878	190773592	NM_178775_utr3_0_0_chr1_190772879_r	0	-	NM_178775	chr1_190772878_190773592	Rps6kc1
chr1	188964928	188965039	NM_021408_utr3_70_0_chr1_188964929_f	0	+	NM_021408	chr1_188964928_188965039	Ush2a
chr1	186622791	186625447	NM_009367_utr3_0_0_chr1_186622792_r	0	-	NM_009367	chr1_186622791_186625447	Tgfb2
chr1	186622791	186625447	NM_001329107_utr3_0_0_chr1_186622792_r	0	-	NM_001329107	chr1_186622791_186625447	Tgfb2
chr1	3214481	3216021	NM_001011874_utr3_0_0_chr1_3214482_r	0	-	NM_001011874	chr1_3214481_3216021	Xkr4
chr1	4909575	4910473	NM_001290372_utr3_0_0_chr1_4909576_r	0	-	NM_001290372	chr1_4909575_4910473	Rgs20
chr1	4909575	4910473	NM_021374_utr3_0_0_chr1_4909576_r	0	-	NM_021374	chr1_4909575_4910473	Rgs20
chr1	5162165	5162549	NM_133826_utr3_13_0_chr1_5162166_f	0	+	NM_133826	chr1_5162165_5162549	Atp6v1h
chr1	4909575	4910473	NM_001177795_utr3_0_0_chr1_4909576_r	0	-	NM_001177795	chr1_4909575_4910473	Rgs20
chr1	4290845	4292980	NM_001195662_utr3_0_0_chr1_4290846_r	0	-	NM_001195662	chr1_4290845_4292980	Rp1
chr1	5162165	5162549	NM_001310442_utr3_12_0_chr1_5162166_f	0	+	NM_001310442	chr1_5162165_5162549	Atp6v1h
chr1	6858600	6860940	NM_001244693_utr3_22_0_chr1_6858601_f	0	+	NM_001244693	chr1_6858600_6860940	St18
chr1	6858600	6860940	NM_173868_utr3_21_0_chr1_6858601_f	0	+	NM_173868	chr1_6858600_6860940	St18
chr1	6858600	6860940	NM_001244692_utr3_23_0_chr1_6858601_f	0	+	NM_001244692	chr1_6858600_6860940	St18
chr1	9576274	9577968	NM_175236_utr3_13_0_chr1_9576275_f	0	+	NM_175236	chr1_9576274_9577968	Adhfe1
chr1	10137506	10138831	NM_001102430_utr3_0_0_chr1_10137507_r	0	-	NM_001102430	chr1_10137506_10138831	Arfgef1
chr1	9898890	9902568	NM_133220_utr3_17_0_chr1_9898891_f	0	+	NM_133220	chr1_9898890_9902568	Sgk3
chr1	9667410	9669883	NM_001290397_utr3_0_0_chr1_9667411_r	0	-	NM_001290397	chr1_9667410_9669883	Mybl1
chr1	9667410	9669883	NM_008651_utr3_0_0_chr1_9667411_r	0	-	NM_008651	chr1_9667410_9669883	Mybl1
chr1	10136145	10136768	NM_026493_utr3_29_0_chr1_10136146_f	0	+	NM_026493	chr1_10136145_10136768	Cspp1
chr1	9898890	9902568	NM_177547_utr3_16_0_chr1_9898891_f	0	+	NM_177547	chr1_9898890_9902568	Sgk3
chr1	9960162	9963407	NM_001285425_utr3_0_0_chr1_9960163_r	0	-	NM_001285425	chr1_9960162_9963407	Tcf24
chr1	11297753	11303682	NM_029525_utr3_39_0_chr1_11297754_f	0	+	NM_029525	chr1_11297753_11303682	Prex2
chr1	11297753	11303682	NM_001033636_utr3_5_0_chr1_11297754_f	0	+	NM_001033636	chr1_11297753_11303682	Prex2
chr1	12858842	12860372	NM_001198566_utr3_20_0_chr1_12858843_f	0	+	NM_001198566	chr1_12858842_12860372	Sulf1
chr1	12858842	12860372	NM_001198565_utr3_21_0_chr1_12858843_f	0	+	NM_001198565	chr1_12858842_12860372	Sulf1
chr1	12858842	12860372	NM_172294_utr3_21_0_chr1_12858843_f	0	+	NM_172294	chr1_12858842_12860372	Sulf1
chr1	13139104	13142760	NM_008678_utr3_0_0_chr1_13139105_r	0	-	NM_008678	chr1_13139104_13142760	Ncoa2
chr1	13139104	13142760	NM_001302702_utr3_0_0_chr1_13139105_r	0	-	NM_001302702	chr1_13139104_13142760	Ncoa2
chr1	12866549	12871867	NM_172841_utr3_0_0_chr1_12866550_r	0	-	NM_172841	chr1_12866549_12871867	Slco5a1
chr1	14168957	14170915	NM_001252192_utr3_0_0_chr1_14168958_r	0	-	NM_001252192	chr1_14168957_14170915	Eya1
chr1	14168957	14170915	NM_010164_utr3_0_0_chr1_14168958_r	0	-	NM_010164	chr1_14168957_14170915	Eya1
chr1	14168957	14170915	NM_001310459_utr3_0_0_chr1_14168958_r	0	-	NM_001310459	chr1_14168957_14170915	Eya1
chr1	15711629	15714214	NM_001098528_utr3_1_0_chr1_15711630_f	0	+	NM_001098528	chr1_15711629_15714214	Kcnb2
chr1	16228809	16229772	NM_025303_utr3_0_0_chr1_16228810_r	0	-	NM_025303	chr1_16228809_16229772	Stau2
chr1	16641724	16643287	NM_001310470_utr3_0_0_chr1_16641725_r	0	-	NM_001310470	chr1_16641724_16643287	Eloc
chr1	16642764	16643287	NM_026456_utr3_0_0_chr1_16642765_r	0	-	NM_026456	chr1_16642764_16643287	Eloc
chr1	16228809	16229772	NM_001111272_utr3_0_0_chr1_16228810_r	0	-	NM_001111272	chr1_16228809_16229772	Stau2
chr1	16131417	16132550	NM_133832_utr3_5_0_chr1_16131418_f	0	+	NM_133832	chr1_16131417_16132550	Rdh10
chr1	15853861	15855744	NM_001033288_utr3_0_0_chr1_15853862_r	0	-	NM_001033288	chr1_15853861_15855744	Sbspon
chr1	16344290	16345697	NM_001347044_utr3_0_0_chr1_16344291_r	0	-	NM_001347044	chr1_16344290_16345697	Stau2
chr1	16344290	16345697	NM_001347045_utr3_0_0_chr1_16344291_r	0	-	NM_001347045	chr1_16344290_16345697	Stau2
chr1	16994939	16997478	NM_020604_utr3_0_0_chr1_16994940_r	0	-	NM_020604	chr1_16994939_16997478	Jph1
chr1	19166178	19168587	NM_153154_utr3_7_0_chr1_19166179_f	0	+	NM_153154	chr1_19166178_19168587	Tfap2d
chr1	20057778	20058297	NM_153179_utr3_0_0_chr1_20057779_r	0	-	NM_153179	chr1_20057778_20058297	Pkhd1
chr1	21398402	21402162	NM_023872_utr3_0_0_chr1_21398403_r	0	-	NM_023872	chr1_21398402_21402162	Kcnq5
chr1	21398402	21402162	NM_001160139_utr3_0_0_chr1_21398403_r	0	-	NM_001160139	chr1_21398402_21402162	Kcnq5
chr1	21398398	21402162	NM_001310477_utr3_0_0_chr1_21398399_r	0	-	NM_001310477	chr1_21398398_21402162	Kcnq5
chr1	23845624	23846428	NM_028534_utr3_0_0_chr1_23845625_r	0	-	NM_028534	chr1_23845624_23846428	Smap1
chr1	23845624	23846428	NM_001290683_utr3_0_0_chr1_23845625_r	0	-	NM_001290683	chr1_23845624_23846428	Smap1
chr1	24257682	24264689	NM_007733_utr3_0_0_chr1_24257683_r	0	-	NM_007733	chr1_24257682_24264689	Col19a1
chr1	24251861	24252738	NM_001290691_utr3_31_0_chr1_24251862_f	0	+	NM_001290691	chr1_24251861_24252738	Col9a1
chr1	24251861	24252738	NM_007740_utr3_37_0_chr1_24251862_f	0	+	NM_007740	chr1_24251861_24252738	Col9a1
chr1	31204530	31204725	NM_153601_utr3_4_0_chr1_31204531_f	0	+	NM_153601	chr1_31204530_31204725	Lgsn
chr1	34307592	34308662	NM_134448_utr3_97_0_chr1_34307593_f	0	+	NM_134448	chr1_34307592_34308662	Dst
chr1	34473646	34473779	NM_011206_utr3_14_0_chr1_34473647_f	0	+	NM_011206	chr1_34473646_34473779	Ptpn18
chr1	34307592	34308662	NM_133833_utr3_92_0_chr1_34307593_f	0	+	NM_133833	chr1_34307592_34308662	Dst
chr1	34307592	34308662	NM_001276764_utr3_102_0_chr1_34307593_f	0	+	NM_001276764	chr1_34307592_34308662	Dst
chr1	34877047	34879585	NM_145516_utr3_7_0_chr1_34877048_f	0	+	NM_145516	chr1_34877047_34879585	Plekhb2
chr1	34869491	34871557	NM_175421_utr3_6_0_chr1_34869492_f	0	+	NM_175421	chr1_34869491_34871557	Plekhb2
chr1	36562695	36562987	NM_027957_utr3_0_0_chr1_36562696_r	0	-	NM_027957	chr1_36562695_36562987	Fam178b
chr1	36562695	36562987	NM_001126046_utr3_0_0_chr1_36562696_r	0	-	NM_001126046	chr1_36562695_36562987	Fam178b
chr1	36140027	36144225	NM_198899_utr3_0_0_chr1_36140028_r	0	-	NM_198899	chr1_36140027_36144225	Uggt1
chr1	36423185	36424360	NM_001310517_utr3_0_0_chr1_36423186_r	0	-	NM_001310517	chr1_36423185_36424360	Lman2l
chr1	36423185	36424360	NM_001013374_utr3_0_0_chr1_36423186_r	0	-	NM_001013374	chr1_36423185_36424360	Lman2l
chr1	37262096	37263384	NM_001282010_utr3_7_0_chr1_37262097_f	0	+	NM_001282010	chr1_37262096_37263384	Cnga3
chr1	37262096	37263384	NM_009918_utr3_5_0_chr1_37262097_f	0	+	NM_009918	chr1_37262096_37263384	Cnga3
chr1	37408259	37410740	NM_030266_utr3_25_0_chr1_37408260_f	0	+	NM_030266	chr1_37408259_37410740	Inpp4a
chr1	37439339	37444658	NM_173870_utr3_0_0_chr1_37439340_r	0	-	NM_173870	chr1_37439339_37444658	Mgat4a
chr1	37611675	37612256	NM_028096_utr3_0_0_chr1_37611676_r	0	-	NM_028096	chr1_37611675_37612256	2010300C02Rik
chr1	37439339	37444658	NM_001290801_utr3_0_0_chr1_37439340_r	0	-	NM_001290801	chr1_37439339_37444658	Mgat4a
chr1	36792188	36792920	NM_018872_utr3_0_0_chr1_36792189_r	0	-	NM_018872	chr1_36792188_36792920	Tmem131
chr1	37408259	37410740	NM_001290797_utr3_25_0_chr1_37408260_f	0	+	NM_001290797	chr1_37408259_37410740	Inpp4a
chr1	37878889	37879267	NM_026913_utr3_0_0_chr1_37878890_r	0	-	NM_026913	chr1_37878889_37879267	Mitd1
chr1	38051713	38055579	NM_198303_utr3_23_0_chr1_38051714_f	0	+	NM_198303	chr1_38051713_38055579	Eif5b
chr1	38175990	38179448	NM_001290814_utr3_0_0_chr1_38175991_r	0	-	NM_001290814	chr1_38175990_38179448	Aff3
chr1	39665300	39665462	NM_001145660_utr3_0_0_chr1_39665301_r	0	-	NM_001145660	chr1_39665300_39665462	Rfx8
chr1	39371495	39372348	NM_018775_utr3_0_0_chr1_39371496_r	0	-	NM_018775	chr1_39371495_39372348	Tbc1d8
chr1	39362007	39363240	NM_008719_utr3_20_0_chr1_39362008_f	0	+	NM_008719	chr1_39362007_39363240	Npas2
chr1	40313393	40316177	NM_008362_utr3_10_0_chr1_40313394_f	0	+	NM_008362	chr1_40313393_40316177	Il1r1
chr1	40125207	40125226	NM_010555_utr3_8_0_chr1_40125208_f	0	+	NM_010555	chr1_40125207_40125226	Il1r2
chr1	40024712	40026310	NM_001252202_utr3_29_0_chr1_40024713_f	0	+	NM_001252202	chr1_40024712_40026310	Map4k4
chr1	40024712	40026310	NM_001252201_utr3_30_0_chr1_40024713_f	0	+	NM_001252201	chr1_40024712_40026310	Map4k4
chr1	40024712	40026310	NM_008696_utr3_30_0_chr1_40024713_f	0	+	NM_008696	chr1_40024712_40026310	Map4k4
chr1	40024712	40026310	NM_001252200_utr3_31_0_chr1_40024713_f	0	+	NM_001252200	chr1_40024712_40026310	Map4k4
chr1	40767999	40768885	NM_001033289_utr3_11_0_chr1_40768000_f	0	+	NM_001033289	chr1_40767999_40768885	Slc9a2
chr1	42905496	42905683	NM_023514_utr3_10_0_chr1_42905497_f	0	+	NM_023514	chr1_42905496_42905683	Mrps9
chr1	43569342	43570518	NM_010879_utr3_4_0_chr1_43569343_f	0	+	NM_010879	chr1_43569342_43570518	Nck2
chr1	44795021	44796836	NM_028450_utr3_10_0_chr1_44795022_f	0	+	NM_028450	chr1_44795021_44796836	Gulp1
chr1	44181082	44181260	NM_011729_utr3_14_0_chr1_44181083_f	0	+	NM_011729	chr1_44181082_44181260	Ercc5
chr1	45374330	45376083	NM_007737_utr3_0_0_chr1_45374331_r	0	-	NM_007737	chr1_45374330_45376083	Col5a2
chr1	46807365	46807477	NM_001310335_utr3_64_0_chr1_46807366_f	0	+	NM_001310335	chr1_46807365_46807477	Dnah7c
chr1	51185481	51187270	NM_019790_utr3_9_0_chr1_51185482_f	0	+	NM_019790	chr1_51185481_51187270	Tmeff2
chr1	51749757	51751172	NM_010863_utr3_0_0_chr1_51749758_r	0	-	NM_010863	chr1_51749757_51751172	Myo1b
chr1	52163449	52166157	NM_001081081_utr3_0_0_chr1_52163450_r	0	-	NM_001081081	chr1_52163449_52166157	Gls
chr1	51749757	51751172	NM_001161817_utr3_0_0_chr1_51749758_r	0	-	NM_001161817	chr1_51749757_51751172	Myo1b
chr1	52106936	52107189	NM_011487_utr3_23_0_chr1_52106937_f	0	+	NM_011487	chr1_52106936_52107189	Stat4
chr1	52106936	52107189	NM_001308266_utr3_24_0_chr1_52106937_f	0	+	NM_001308266	chr1_52106936_52107189	Stat4
chr1	51749757	51751172	NM_001290982_utr3_0_0_chr1_51749758_r	0	-	NM_001290982	chr1_51749757_51751172	Myo1b
chr1	53344616	53344729	NM_133728_utr3_0_0_chr1_53344617_r	0	-	NM_133728	chr1_53344616_53344729	Asnsd1
chr1	52656304	52658341	NM_133829_utr3_0_0_chr1_52656305_r	0	-	NM_133829	chr1_52656304_52658341	Mfsd6
chr1	52659985	52660659	NM_178081_utr3_0_0_chr1_52659986_r	0	-	NM_178081	chr1_52659985_52660659	Mfsd6
chr1	53344616	53344729	NM_001290984_utr3_0_0_chr1_53344617_r	0	-	NM_001290984	chr1_53344616_53344729	Asnsd1
chr1	53189188	53189333	NM_153556_utr3_0_0_chr1_53189189_r	0	-	NM_153556	chr1_53189188_53189333	Pms1
chr1	54368399	54368727	NM_030025_utr3_27_0_chr1_54368400_f	0	+	NM_030025	chr1_54368399_54368727	Ccdc150
chr1	53930814	53930965	NM_172655_utr3_0_0_chr1_53930815_r	0	-	NM_172655	chr1_53930814_53930965	Hecw2
chr1	53806873	53813221	NM_001001883_utr3_0_0_chr1_53806874_r	0	-	NM_001001883	chr1_53806873_53813221	Hecw2
chr1	54645339	54648276	NM_001081433_utr3_0_0_chr1_54645340_r	0	-	NM_001081433	chr1_54645339_54648276	Ankrd44
