refseq_ncrna	transcript_biotype
NR_038149	lincRNA
NR_102306	lincRNA
NR_102307	lincRNA
NR_045799	sense_intronic
NR_002858	processed_transcript
NR_040637	lincRNA
NR_131048	processed_transcript
NR_110365	antisense
NR_110364	antisense
NR_137201	processed_transcript
NR_027915	antisense
NR_131335	lincRNA
NR_002322	antisense
NR_045394	processed_transcript
NR_045393	processed_transcript
NR_110490	antisense
NR_002321	antisense
NR_126066	antisense
NR_045974	lincRNA
NR_126089	processed_transcript
NR_045367	antisense
NR_040343	antisense
NR_045190	lincRNA
NR_046279	lincRNA
NR_037998	lincRNA
NR_045488	lincRNA
NR_110437	lincRNA
NR_015588	antisense
NR_045323	lincRNA
NR_028447	processed_transcript
NR_045973	lincRNA
NR_045345	lincRNA
NR_138563	antisense
NR_046006	bidirectional_promoter_lncRNA
NR_027846	lincRNA
NR_033580	processed_transcript
NR_126545	lincRNA
NR_126546	lincRNA
NR_027875	lincRNA
NR_045887	lincRNA
NR_040300	lincRNA
NR_045477	processed_transcript
NR_046192	antisense
NR_040278	bidirectional_promoter_lncRNA
NR_040526	lincRNA
NR_126084	lincRNA
NR_037980	antisense
NR_130767	processed_transcript
NR_026924	lincRNA
NR_040512	processed_transcript
NR_126552	sense_intronic
NR_030763	processed_transcript
NR_045436	processed_transcript
NR_040376	bidirectional_promoter_lncRNA
NR_046190	lincRNA
NR_040327	lincRNA
NR_028125	antisense
NR_040709	lincRNA
NR_104577	antisense
NR_037679	antisense
NR_015589	lincRNA
NR_045995	lincRNA
NR_028066	lincRNA
NR_045975	lincRNA
NR_026990	antisense
NR_045120	processed_transcript
NR_038085	antisense
NR_026843	antisense
NR_040683	lincRNA
NR_040682	lincRNA
NR_046181	lincRNA
NR_040704	antisense
NR_045321	lincRNA
NR_102312	lincRNA
NR_015599	lincRNA
NR_130345	lincRNA
NR_045867	lincRNA
NR_131108	lincRNA
NR_045946	lincRNA
NR_045613	processed_transcript
NR_045868	lincRNA
NR_045870	lincRNA
NR_040520	lincRNA
NR_040326	lincRNA
NR_030673	lincRNA
NR_033561	antisense
NR_004441	processed_transcript
NR_040610	antisense
NR_027975	sense_overlapping
NR_130637	lincRNA
NR_045457	antisense
NR_040367	antisense
NR_131024	lincRNA
NR_110440	lincRNA
NR_132432	antisense
NR_110443	antisense
NR_040509	lincRNA
NR_037995	antisense
NR_045884	antisense
NR_045336	lincRNA
NR_015458	lincRNA
NR_046063	lincRNA
NR_045856	lincRNA
NR_045748	lincRNA
NR_110449	antisense
NR_131089	lincRNA
NR_103491	processed_transcript
NR_033473	processed_transcript
NR_040503	lincRNA
NR_131181	antisense
NR_102348	lincRNA
NR_102349	lincRNA
NR_040716	lincRNA
NR_033567	antisense
NR_131001	lincRNA
NR_073361	antisense
NR_045988	antisense
NR_045435	antisense
NR_045283	processed_transcript
NR_015562	antisense
NR_045194	antisense
NR_131154	lincRNA
NR_015545	antisense
NR_040452	processed_transcript
NR_045997	antisense
NR_015457	antisense
NR_045099	processed_transcript
NR_015541	processed_transcript
NR_040321	antisense
NR_040539	lincRNA
NR_040414	processed_transcript
NR_027945	processed_transcript
NR_027944	processed_transcript
NR_033497	antisense
NR_015604	processed_transcript
NR_045304	lincRNA
NR_033786	lincRNA
NR_045264	antisense
NR_015611	antisense
NR_131182	antisense
NR_102298	lincRNA
NR_102297	lincRNA
NR_045838	lincRNA
NR_130991	lincRNA
NR_027957	processed_transcript
NR_046065	antisense
NR_038186	lincRNA
NR_038042	lincRNA
NR_027971	antisense
NR_027972	antisense
NR_040293	lincRNA
NR_040292	lincRNA
NR_110583	antisense
NR_040371	processed_transcript
NR_015503	processed_transcript
NR_002847	lincRNA
NR_040553	lincRNA
NR_015474	antisense
NR_040530	antisense
NR_038079	lincRNA
NR_040399	lincRNA
NR_040398	lincRNA
NR_040400	lincRNA
NR_027798	antisense
NR_027797	antisense
NR_037960	antisense
NR_037961	antisense
NR_045008	lincRNA
NR_138557	lincRNA
NR_125870	processed_transcript
NR_045805	antisense
NR_040508	antisense
NR_131212	lincRNA
NR_003596	lincRNA
NR_001586	lincRNA
NR_040555	lincRNA
NR_040615	lincRNA
NR_040369	lincRNA
NR_131924	antisense
NR_001463	lincRNA
NR_002844	antisense
NR_040413	lincRNA
NR_045930	processed_transcript
NR_027643	lincRNA
NR_015493	lincRNA
NR_046001	antisense
NR_027865	lincRNA
NR_027507	processed_transcript
NR_003624	processed_transcript
NR_110979	processed_transcript
NR_028592	antisense
NR_108026	antisense
NR_045313	antisense
NR_046272	lincRNA
NR_045707	antisense
NR_045389	lincRNA
NR_040550	lincRNA
NR_026733	lincRNA
NR_027824	lincRNA
NR_033324	processed_transcript
NR_015522	lincRNA
NR_045363	lincRNA
NR_045472	lincRNA
NR_073015	antisense
NR_040663	lincRNA
NR_045627	antisense
NR_040640	lincRNA
NR_126461	antisense
NR_040708	lincRNA
NR_002846	antisense
NR_040277	antisense
NR_126558	bidirectional_promoter_lncRNA
NR_131013	bidirectional_promoter_lncRNA
NR_015527	antisense
NR_110972	processed_transcript
NR_040644	lincRNA
NR_045348	lincRNA
NR_045399	lincRNA
NR_045322	antisense
NR_037989	lincRNA
NR_045332	lincRNA
NR_015508	lincRNA
NR_130158	lincRNA
NR_027952	processed_transcript
NR_015549	processed_transcript
NR_045384	lincRNA
NR_040352	lincRNA
NR_003522	processed_transcript
NR_003962	processed_transcript
NR_015568	processed_transcript
NR_045976	lincRNA
NR_027808	processed_transcript
NR_029468	lincRNA
NR_110362	processed_transcript
NR_027900	antisense
NR_126460	lincRNA
NR_040734	lincRNA
NR_110342	processed_transcript
NR_033546	lincRNA
NR_040578	lincRNA
NR_046015	lincRNA
NR_045854	lincRNA
NR_033582	lincRNA
NR_130985	lincRNA
NR_073360	lincRNA
NR_045708	processed_transcript
NR_045109	processed_transcript
NR_144294	antisense
NR_045467	lincRNA
NR_028381	lincRNA
NR_040280	lincRNA
NR_028380	lincRNA
NR_102714	antisense
NR_033550	antisense
NR_126063	antisense
NR_131065	lincRNA
NR_033214	processed_transcript
NR_126451	lincRNA
NR_045898	antisense
NR_003283	antisense
NR_027800	antisense
NR_045461	lincRNA
NR_046050	lincRNA
NR_077238	antisense
NR_077237	antisense
NR_030718	antisense
NR_040744	lincRNA
NR_126080	antisense
NR_040348	processed_transcript
NR_015506	lincRNA
NR_110489	processed_transcript
NR_028382	antisense
NR_102304	lincRNA
NR_102305	lincRNA
NR_046034	antisense
NR_045491	lincRNA
NR_046170	processed_transcript
NR_046169	processed_transcript
NR_040391	lincRNA
NR_045369	antisense
NR_045910	lincRNA
NR_033782	processed_transcript
NR_045168	antisense
NR_040771	lincRNA
NR_045171	processed_transcript
NR_036469	lincRNA
NR_131062	processed_transcript
NR_126067	antisense
NR_040470	lincRNA
NR_045146	antisense
NR_045502	antisense
NR_040560	processed_transcript
NR_040588	antisense
NR_040669	antisense
NR_045965	lincRNA
NR_040538	lincRNA
NR_040749	antisense
NR_015349	processed_transcript
NR_037994	lincRNA
NR_045100	lincRNA
NR_040504	processed_transcript
NR_045739	antisense
NR_045877	antisense
NR_015348	antisense
NR_033614	processed_transcript
NR_045934	antisense
NR_045169	antisense
NR_033547	lincRNA
NR_046067	lincRNA
NR_131760	antisense
NR_045775	antisense
NR_045359	antisense
NR_046036	antisense
NR_046038	lincRNA
NR_126443	lincRNA
NR_126444	lincRNA
NR_040279	antisense
NR_045713	antisense
NR_044988	lincRNA
NR_002857	processed_transcript
NR_045734	antisense
NR_131137	lincRNA
NR_131136	lincRNA
NR_040681	lincRNA
NR_029439	lincRNA
NR_045936	lincRNA
NR_040404	antisense
NR_040645	lincRNA
NR_136913	lincRNA
NR_045413	lincRNA
NR_045411	lincRNA
NR_045412	lincRNA
NR_026741	processed_transcript
NR_045078	lincRNA
NR_045335	lincRNA
NR_027879	bidirectional_promoter_lncRNA
NR_045732	lincRNA
NR_040431	antisense
NR_045195	antisense
NR_015548	antisense
NR_045478	lincRNA
NR_110442	lincRNA
NR_033522	processed_transcript
NR_033220	processed_transcript
NR_045272	lincRNA
NR_038163	antisense
NR_033558	lincRNA
NR_040475	lincRNA
NR_110510	antisense
NR_130163	lincRNA
NR_040658	lincRNA
NR_040477	lincRNA
NR_037991	lincRNA
NR_045852	processed_transcript
NR_038009	antisense
NR_040385	lincRNA
NR_003270	processed_transcript
NR_002853	antisense
NR_102277	lincRNA
NR_040581	lincRNA
NR_003953	processed_transcript
NR_027955	processed_transcript
NR_040519	antisense
NR_108053	processed_transcript
NR_108051	processed_transcript
NR_040315	processed_transcript
NR_038158	processed_transcript
NR_046049	lincRNA
NR_045745	lincRNA
NR_040485	lincRNA
NR_040484	lincRNA
NR_040737	lincRNA
NR_073362	processed_transcript
NR_045817	lincRNA
NR_027810	lincRNA
NR_045159	lincRNA
NR_045160	lincRNA
NR_027826	lincRNA
NR_045904	lincRNA
NR_136934	antisense
NR_078345	antisense
NR_045757	lincRNA
NR_040600	lincRNA
NR_040619	antisense
NR_045497	lincRNA
NR_040668	lincRNA
NR_040502	lincRNA
NR_040702	lincRNA
NR_038073	lincRNA
NR_015603	processed_transcript
NR_110582	processed_transcript
NR_110581	processed_transcript
NR_045459	lincRNA
NR_029473	antisense
NR_136907	lincRNA
NR_045903	bidirectional_promoter_lncRNA
NR_045056	antisense
NR_045383	lincRNA
NR_033784	lincRNA
NR_110495	lincRNA
NR_015521	processed_transcript
NR_045508	antisense
NR_033788	antisense
NR_030769	antisense
NR_033673	processed_transcript
NR_045849	antisense
NR_045616	lincRNA
NR_046014	lincRNA
NR_030706	processed_transcript
NR_138578	antisense
NR_003628	processed_transcript
NR_073442	processed_transcript
NR_130904	lincRNA
NR_045468	antisense
NR_040559	lincRNA
NR_126077	antisense
NR_136894	antisense
NR_029450	processed_transcript
NR_040541	lincRNA
NR_033549	lincRNA
NR_038029	lincRNA
NR_028259	lincRNA
NR_040446	antisense
NR_046183	antisense
NR_015577	processed_transcript
NR_024328	antisense
NR_002871	antisense
NR_033554	antisense
NR_045980	lincRNA
NR_040331	processed_transcript
NR_038153	lincRNA
NR_073359	lincRNA
NR_045148	antisense
NR_015525	antisense
NR_045175	antisense
NR_045788	antisense
NR_033551	antisense
NR_033564	antisense
NR_040742	lincRNA
NR_027008	antisense
NR_040753	antisense
NR_028265	lincRNA
NR_045443	lincRNA
NR_045442	lincRNA
NR_045167	lincRNA
NR_040656	lincRNA
NR_045446	antisense
NR_131976	lincRNA
NR_040263	lincRNA
NR_040769	lincRNA
NR_126488	lincRNA
NR_033484	processed_transcript
NR_126490	lincRNA
NR_037959	antisense
NR_045891	lincRNA
NR_045480	lincRNA
NR_040459	lincRNA
NR_027989	lincRNA
NR_038463	antisense
NR_046021	lincRNA
NR_027506	processed_transcript
NR_138569	lincRNA
NR_045324	lincRNA
NR_045325	lincRNA
NR_045694	lincRNA
NR_027984	processed_transcript
NR_105027	antisense
NR_040623	antisense
NR_073027	antisense
NR_073028	antisense
NR_045471	bidirectional_promoter_lncRNA
NR_027652	lincRNA
NR_040476	antisense
NR_029475	processed_transcript
NR_045045	lincRNA
NR_131017	antisense
NR_027901	antisense
NR_033505	processed_transcript
NR_045885	antisense
NR_027316	processed_transcript
NR_110516	lincRNA
NR_040447	lincRNA
NR_045455	processed_transcript
NR_045456	processed_transcript
NR_040472	lincRNA
NR_040627	lincRNA
NR_045982	lincRNA
NR_038142	lincRNA
NR_038145	lincRNA
NR_038144	lincRNA
NR_015561	lincRNA
NR_028298	bidirectional_promoter_lncRNA
NR_030681	lincRNA
NR_040536	antisense
NR_045453	lincRNA
NR_045268	bidirectional_promoter_lncRNA
NR_015470	antisense
NR_015574	antisense
NR_040573	lincRNA
NR_045447	antisense
NR_036594	lincRNA
NR_029381	lincRNA
NR_131220	lincRNA
NR_040720	antisense
NR_030689	antisense
NR_110496	lincRNA
NR_033471	lincRNA
NR_033470	lincRNA
NR_138587	antisense
NR_040580	antisense
NR_040333	antisense
NR_046003	sense_intronic
NR_131069	lincRNA
NR_015595	antisense
NR_045598	lincRNA
NR_026853	antisense
NR_033490	lincRNA
NR_045440	antisense
NR_037988	lincRNA
NR_040314	lincRNA
NR_040313	lincRNA
NR_040614	antisense
NR_045007	processed_transcript
NR_040525	lincRNA
NR_131022	lincRNA
NR_045893	processed_transcript
NR_040740	antisense
NR_045880	antisense
NR_130646	processed_transcript
NR_045802	lincRNA
NR_028286	antisense
NR_038077	processed_transcript
NR_131139	antisense
NR_126087	lincRNA
NR_073535	processed_transcript
NR_102315	lincRNA
NR_027362	lincRNA
NR_045298	antisense
NR_040318	processed_transcript
NR_015609	lincRNA
NR_033482	lincRNA
NR_131922	antisense
NR_045668	processed_transcript
NR_045499	processed_transcript
NR_033171	processed_transcript
NR_027858	processed_transcript
NR_004857	processed_transcript
NR_045354	antisense
NR_045894	processed_transcript
NR_003546	processed_transcript
NR_040308	antisense
NR_028422	antisense
NR_033468	lincRNA
NR_040438	antisense
NR_040630	lincRNA
NR_015543	lincRNA
NR_004444	antisense
NR_132435	lincRNA
NR_045450	antisense
NR_045346	antisense
NR_040707	antisense
NR_110579	antisense
NR_029414	processed_transcript
NR_045892	antisense
NR_030721	processed_transcript
NR_030711	processed_transcript
NR_040440	processed_transcript
NR_136902	lincRNA
NR_045275	processed_transcript
NR_028317	processed_transcript
NR_045430	lincRNA
NR_045429	lincRNA
NR_040595	antisense
NR_045096	lincRNA
NR_045183	antisense
NR_037958	lincRNA
NR_037957	lincRNA
NR_131975	lincRNA
NR_073371	lincRNA
NR_126535	lincRNA
NR_125899	antisense
NR_045176	processed_transcript
NR_033510	processed_transcript
NR_108050	lincRNA
NR_040629	lincRNA
NR_131011	lincRNA
NR_015465	processed_transcript
NR_126454	antisense
NR_040587	lincRNA
NR_033553	lincRNA
NR_045427	processed_transcript
NR_045918	lincRNA
NR_040544	lincRNA
NR_040517	antisense
NR_108032	lincRNA
NR_040551	lincRNA
NR_040405	lincRNA
NR_046195	antisense
NR_103487	lincRNA
NR_015544	antisense
NR_045347	lincRNA
NR_045820	antisense
NR_046171	lincRNA
NR_045779	processed_transcript
NR_045685	processed_transcript
NR_110363	lincRNA
NR_045944	processed_transcript
NR_040424	lincRNA
NR_040425	lincRNA
NR_040426	lincRNA
NR_040654	lincRNA
NR_045695	antisense
NR_033526	processed_transcript
NR_003965	processed_transcript
NR_028580	lincRNA
NR_040750	lincRNA
NR_033213	antisense
NR_028583	processed_transcript
NR_040516	lincRNA
NR_040602	antisense
NR_040375	processed_transcript
NR_040721	lincRNA
NR_033630	processed_transcript
NR_030735	processed_transcript
NR_030733	processed_transcript
NR_030734	processed_transcript
NR_045911	antisense
NR_027805	lincRNA
NR_046179	lincRNA
NR_104446	processed_transcript
NR_028499	processed_transcript
NR_030712	lincRNA
NR_045288	lincRNA
NR_132444	processed_transcript
NR_102290	lincRNA
NR_045698	antisense
NR_038347	lincRNA
NR_038348	lincRNA
NR_015536	lincRNA
NR_027943	lincRNA
NR_015610	lincRNA
NR_040332	lincRNA
NR_130964	lincRNA
NR_130965	lincRNA
NR_045744	lincRNA
NR_045742	antisense
NR_033207	antisense
NR_121588	lincRNA
NR_121589	lincRNA
NR_045871	lincRNA
NR_045315	antisense
NR_045749	lincRNA
NR_110488	lincRNA
NR_028329	antisense
NR_040443	lincRNA
NR_102374	sense_intronic
NR_102372	sense_intronic
NR_102373	sense_intronic
NR_040432	sense_intronic
NR_077063	antisense
NR_040523	antisense
NR_040275	antisense
NR_040748	lincRNA
NR_045140	lincRNA
NR_045942	lincRNA
NR_045717	antisense
NR_045451	processed_transcript
NR_045452	processed_transcript
NR_132633	processed_transcript
NR_040297	lincRNA
NR_040634	lincRNA
NR_045798	antisense
NR_038055	lincRNA
NR_036602	processed_transcript
NR_045961	processed_transcript
NR_044987	antisense
NR_045267	antisense
NR_038136	lincRNA
NR_038140	processed_transcript
NR_126562	antisense
NR_033538	antisense
NR_046180	lincRNA
NR_045287	antisense
NR_045297	lincRNA
NR_045420	lincRNA
NR_040501	lincRNA
NR_040766	lincRNA
NR_040437	antisense
NR_040592	lincRNA
NR_045282	processed_transcript
NR_111891	processed_transcript
NR_045921	lincRNA
NR_130988	antisense
NR_045163	antisense
NR_045165	antisense
NR_003282	antisense
NR_036588	lincRNA
NR_029432	antisense
NR_015467	processed_transcript
NR_045069	lincRNA
NR_073203	processed_transcript
NR_045938	lincRNA
NR_108086	lincRNA
NR_131042	processed_transcript
NR_110484	processed_transcript
NR_045730	lincRNA
NR_040613	antisense
NR_015505	processed_transcript
NR_131138	antisense
NR_045463	processed_transcript
NR_132128	lincRNA
NR_130998	lincRNA
NR_004434	lincRNA
NR_033513	processed_transcript
NR_038006	antisense
NR_040700	lincRNA
NR_040393	antisense
NR_040394	antisense
NR_138586	lincRNA
NR_040396	antisense
NR_040397	antisense
NR_045761	processed_transcript
NR_110502	antisense
NR_110353	processed_transcript
NR_040666	antisense
NR_126433	antisense
NR_131921	antisense
NR_045178	antisense
NR_040684	antisense
NR_033197	antisense
NR_033517	lincRNA
NR_040625	antisense
NR_040354	antisense
NR_045932	antisense
NR_037976	antisense
NR_045473	lincRNA
NR_038090	lincRNA
NR_047528	lincRNA
NR_033504	antisense
NR_045824	processed_transcript
NR_027778	processed_transcript
NR_040665	antisense
NR_105038	lincRNA
NR_040466	antisense
NR_040527	lincRNA
NR_110507	lincRNA
NR_045340	processed_transcript
NR_045633	processed_transcript
NR_028586	processed_transcript
NR_040764	antisense
NR_033785	lincRNA
NR_033139	lincRNA
NR_038180	lincRNA
NR_138420	lincRNA
NR_038017	antisense
NR_073191	processed_transcript
NR_073013	lincRNA
NR_136884	lincRNA
NR_131933	lincRNA
NR_040726	processed_transcript
NR_040272	processed_transcript
NR_131035	lincRNA
NR_045266	antisense
NR_045955	antisense
NR_131970	processed_transcript
NR_002863	antisense
NR_038020	lincRNA
NR_045624	lincRNA
NR_105041	processed_transcript
NR_046025	processed_transcript
NR_040255	antisense
NR_040524	antisense
NR_046074	lincRNA
NR_045308	lincRNA
NR_040483	lincRNA
NR_002881	processed_transcript
NR_015552	lincRNA
NR_136921	antisense
NR_122115	processed_transcript
NR_122114	processed_transcript
NR_110475	lincRNA
NR_130176	sense_intronic
NR_045444	antisense
NR_038052	processed_transcript
NR_028141	processed_transcript
NR_045386	lincRNA
NR_033459	processed_transcript
NR_038065	processed_transcript
NR_077219	processed_transcript
NR_045875	antisense
NR_046194	antisense
NR_040511	processed_transcript
NR_033635	antisense
NR_134979	lincRNA
NR_134978	lincRNA
NR_026907	antisense
NR_026942	lincRNA
NR_045341	antisense
NR_027851	processed_transcript
NR_033552	antisense
NR_131152	lincRNA
NR_040618	antisense
NR_029443	processed_transcript
NR_040341	antisense
NR_015565	lincRNA
NR_130957	lincRNA
NR_045855	lincRNA
NR_045362	lincRNA
NR_033491	lincRNA
NR_040514	processed_transcript
NR_045857	lincRNA
NR_037693	lincRNA
NR_033120	processed_transcript
NR_126156	processed_transcript
NR_126157	processed_transcript
NR_033729	antisense
NR_040496	antisense
NR_046208	lincRNA
NR_040727	lincRNA
NR_003652	processed_transcript
NR_045853	lincRNA
NR_040736	lincRNA
NR_029456	antisense
NR_045731	lincRNA
NR_002864	sense_intronic
NR_131124	lincRNA
NR_040409	antisense
NR_037982	antisense
NR_037983	antisense
NR_024720	processed_transcript
NR_045964	lincRNA
NR_040336	lincRNA
NR_045899	lincRNA
NR_102378	antisense
NR_040407	antisense
NR_045924	antisense
NR_045151	antisense
NR_130980	antisense
NR_037189	processed_transcript
NR_038189	antisense
NR_038181	antisense
NR_038004	lincRNA
NR_073086	processed_transcript
NR_027659	lincRNA
NR_040454	lincRNA
NR_126479	processed_transcript
NR_040631	lincRNA
NR_045940	lincRNA
NR_110447	lincRNA
NR_045479	lincRNA
NR_040597	lincRNA
NR_046022	lincRNA
NR_045735	lincRNA
NR_045285	lincRNA
NR_045505	antisense
NR_030708	processed_transcript
NR_028428	processed_transcript
NR_102366	lincRNA
NR_046157	lincRNA
NR_073523	processed_transcript
NR_073524	processed_transcript
NR_130986	lincRNA
NR_131145	lincRNA
NR_045489	lincRNA
NR_045320	lincRNA
NR_045273	antisense
NR_033544	lincRNA
NR_073205	lincRNA
NR_131020	lincRNA
NR_045919	antisense
NR_015499	lincRNA
NR_046047	antisense
NR_040337	antisense
NR_040688	lincRNA
NR_040689	lincRNA
NR_040687	lincRNA
NR_045621	lincRNA
NR_045454	processed_transcript
NR_102341	antisense
NR_027985	lincRNA
NR_040703	antisense
NR_040372	processed_transcript
NR_040381	antisense
NR_040382	antisense
NR_046277	lincRNA
NR_040505	processed_transcript
NR_121596	lincRNA
NR_015573	lincRNA
NR_121593	lincRNA
NR_121594	lincRNA
NR_121595	lincRNA
NR_132106	lincRNA
NR_045161	lincRNA
NR_040554	antisense
NR_028487	processed_transcript
NR_028486	processed_transcript
NR_045931	antisense
NR_003619	processed_transcript
NR_045837	lincRNA
NR_045174	lincRNA
NR_015519	lincRNA
NR_040622	antisense
NR_040635	lincRNA
NR_015591	antisense
NR_027914	antisense
NR_045825	lincRNA
NR_126076	lincRNA
NR_045172	lincRNA
NR_028363	lincRNA
NR_130989	lincRNA
NR_045164	processed_transcript
NR_040719	lincRNA
NR_131021	lincRNA
NR_015530	antisense
NR_028285	lincRNA
NR_131106	lincRNA
NR_131049	lincRNA
NR_102383	lincRNA
NR_040686	lincRNA
NR_045922	processed_transcript
NR_040429	lincRNA
NR_046068	processed_transcript
NR_015501	antisense
NR_046077	lincRNA
NR_028313	antisense
NR_111985	processed_transcript
NR_110478	lincRNA
NR_027845	processed_transcript
NR_137279	antisense
NR_045571	processed_transcript
NR_033641	bidirectional_promoter_lncRNA
NR_046004	antisense
NR_038030	lincRNA
NR_038031	lincRNA
NR_028111	lincRNA
NR_045040	lincRNA
NR_045042	lincRNA
NR_138594	antisense
NR_132433	antisense
NR_045821	antisense
NR_045551	processed_transcript
NR_024326	antisense
NR_045350	antisense
NR_040427	lincRNA
NR_027289	antisense
NR_027290	antisense
NR_015478	lincRNA
NR_130995	lincRNA
NR_040552	lincRNA
NR_126462	lincRNA
NR_126483	lincRNA
NR_045760	antisense
NR_040694	lincRNA
NR_040693	lincRNA
NR_046046	lincRNA
NR_038008	lincRNA
NR_040594	antisense
NR_045704	lincRNA
NR_033584	lincRNA
NR_045726	antisense
NR_137278	lincRNA
NR_134926	processed_transcript
NR_131046	lincRNA
NR_045487	lincRNA
NR_040593	antisense
NR_033498	lincRNA
NR_045702	antisense
NR_046178	lincRNA
NR_038007	antisense
NR_027981	antisense
NR_040285	processed_transcript
NR_045780	antisense
NR_040609	antisense
NR_077218	lincRNA
NR_045498	lincRNA
NR_046024	lincRNA
NR_131920	antisense
NR_046071	lincRNA
NR_040624	lincRNA
NR_045846	lincRNA
NR_040651	antisense
NR_105062	lincRNA
NR_102437	antisense
NR_036606	antisense
NR_040325	antisense
NR_040460	antisense
NR_036591	lincRNA
NR_110572	antisense
NR_110571	antisense
NR_040735	lincRNA
NR_004448	processed_transcript
NR_136914	lincRNA
NR_045866	lincRNA
NR_037990	lincRNA
NR_040416	lincRNA
NR_046066	lincRNA
NR_015546	lincRNA
NR_037999	lincRNA
NR_040359	processed_transcript
NR_040304	lincRNA
NR_040358	processed_transcript
NR_033581	processed_transcript
NR_045900	lincRNA
NR_045187	processed_transcript
NR_038037	antisense
NR_040473	lincRNA
NR_037920	processed_transcript
NR_130979	lincRNA
NR_045317	antisense
NR_045832	lincRNA
NR_045833	lincRNA
NR_045765	processed_transcript
NR_046041	processed_transcript
